id,old_title,old_slug,old_category,action,new_title,new_slug,new_category,seo_description,duplicate_of
406b8516-301b-4b11-9023-de8e2cffe5a0,Stigma and Mental Health Conditions,specific-phobias-when-fear-becomes-disproportionate,Understanding Mental Health Conditions,RETITLE,Specific Phobias: When Fear Becomes Disproportionate and Disabling,specific-phobias-when-fear-becomes-disproportionate-and-disabling,Anxiety & Stress,"Specific phobias affect 12.5% of adults, causing intense irrational fear and avoidance of objects or situations that pose little real danger.",
40776fac-2161-4023-934d-e8730a8481ab,People-Pleasing,rebuilding-identity-after-long-term-relationship-ends,Relationships & Communication,RETITLE,Rebuilding Identity After a Long-Term Relationship Ends,rebuilding-identity-after-a-long-term-relationship-ends,Life Transitions & Crises,How self-concept disruption occurs after a breakup and practical steps to rebuild a personal identity outside of a long-term relationship.,
40f4eec3-f85e-43cc-a73e-2ea81af0a83c,Childhood Emotional Neglect,guilt-of-choosing-care-facility,Relationships & Communication,RETITLE,Coping with Guilt After Placing a Loved One in a Care Facility,coping-with-guilt-after-placing-a-loved-one-in-a-care-facility,Life Transitions & Crises,"Nearly 80% of family members feel significant guilt when placing a loved one in a care facility, even when it is the right and necessary decision.",
41517e8e-cb13-48c7-8cad-ea0711bcba41,Subjective Cognitive Decline,depression-and-chronic-illness-in-older-adults,"Aging, Dementia & Late-Life Mental Health",RETITLE,How Depression and Chronic Illness Interact in Older Adults,how-depression-and-chronic-illness-interact-in-older-adults,Depression & Mood,Depression and chronic illness form a vicious cycle in older adults — each worsening the other — and treating both together significantly improves outcomes.,
41c05ea6-31d2-4823-b70a-a8b4f8316a42,The Inner Child,confidence-gap-act-confident,"Self-Worth, Confidence & Identity",RETITLE,The Confidence Gap: Acting Despite Self-Doubt,the-confidence-gap-acting-despite-self-doubt,Self-Esteem & Identity,"Research shows confidence follows action, not the other way around — understanding the confidence gap can break the cycle of waiting to feel ready.",
41ffe446-e9c6-4b7d-92bd-9a94bcb605b3,How Parental Conflict Affects Children,how-your-birth-order-affects-your-psychological-development,Relationships & Communication,RETITLE,What Birth Order Actually Does to Personality,what-birth-order-actually-does-to-personality,Relationships & Social Health,"Decades of research reveal birth order has smaller personality effects than pop psychology claims, though some consistent patterns do emerge.",
4255b9f7-e6ff-40d1-bee9-e947354d51bc,Generational Trauma,war-displacement-refugee-experience-family-trauma,Relationships & Communication,RETITLE,"War, Displacement, and the Psychological Toll on Refugee Families",war-displacement-and-the-psychological-toll-on-refugee-families,Trauma & PTSD,"Refugees face layered trauma before, during, and after displacement — and its effects can extend across generations into children born in new countries.",
4263de7f-b061-4027-b969-956a49e52eee,Depression and Dementia Risk,medication-management-for-late-life-depression-and-anxiety,"Aging, Dementia & Late-Life Mental Health",RETITLE,Medication Management for Depression and Anxiety in Older Adults,medication-management-for-depression-and-anxiety-in-older-adults,Therapy & Treatment,"Aging changes how the body processes medications, making careful antidepressant selection and dosing essential for safe and effective treatment in older adults.",
42fb9f25-2aab-4d63-b4f5-36363ac64f18,Fatherhood and Identity,anger-management-for-men-understanding-and-channeling-rage,Men's Mental Health,RETITLE,Anger Management for Men: Understanding and Breaking the Rage Cycle,anger-management-for-men-understanding-and-breaking-the-rage-cycle,Anxiety & Stress,"Men are socialized to externalize emotions as anger, but chronic unmanaged rage doubles cardiovascular disease risk and is changeable with the right approach.",
42fe723a-aec4-42f3-8abe-163ece656d00,Who Gets Lonely,surgeon-general-advisory-on-loneliness-what-it-says-why-it-matters,"Loneliness, Social Connection & Belonging",RETITLE,The Surgeon General's Loneliness Advisory: What It Says and Why It Matters,surgeon-generals-loneliness-advisory-what-it-says-and-why-it-matters,Relationships & Social Health,"In 2023 the U.S. Surgeon General declared loneliness a public health epidemic, citing health risks comparable to smoking up to 15 cigarettes a day.",
4340f1bd-e47b-4ef4-8784-b368152945e6,How to Maintain Long-Distance Friendships,relationship-check-ins-weekly-practice,Relationships & Communication,RETITLE,Why Couples Should Practice Regular Relationship Check-Ins,why-couples-should-practice-regular-relationship-check-ins,Relationships & Social Health,"Structured recurring check-ins help couples address small issues before they grow into resentment, boosting long-term satisfaction and connection.",
43d4b600-a134-4dd1-8ac8-0ade50064dab,Dementia Diagnosis,substance-use-and-addiction-in-later-life-the-overlooked-crisis,"Aging, Dementia & Late-Life Mental Health",RETITLE,Substance Use and Addiction in Older Adults: An Overlooked Crisis,substance-use-and-addiction-in-older-adults-an-overlooked-crisis,Substance Use & Addiction,"Alcohol and prescription drug misuse among older adults is rising and often misattributed to aging, making early recognition and treatment critical.",
43daa68c-ba85-4de7-828f-a139952f2e72,Digital Limits,boundaries-vs-walls-protect-yourself-without-shutting-people-out,Relationships & Communication,RETITLE,Boundaries vs Walls: Protecting Yourself Without Shutting People Out,boundaries-vs-walls-protecting-yourself-without-shutting-people-out,Relationships & Social Health,"Healthy boundaries allow trust and connection to grow, while emotional walls prevent all intimacy — learning the difference can transform relationships.",
44148ae6-d0c4-4230-817d-19541e692180,Recovery-Oriented Care,what-to-do-when-someone-refuses-treatment,"Therapy, Treatment & Mental Health Navigation",RETITLE,What to Do When a Loved One Refuses Mental Health Treatment,what-to-do-when-a-loved-one-refuses-mental-health-treatment,Therapy & Treatment,Understanding why people refuse treatment — from anosognosia to fear and stigma — helps caregivers navigate one of mental health's most painful situations.,
4416fb05-5d89-491c-b74c-2f6026a87093,Antipsychotics,your-first-therapy-session-what-actually-happens,"Therapy, Treatment & Mental Health Navigation",RETITLE,What Actually Happens in a First Therapy Session,what-actually-happens-in-a-first-therapy-session,Therapy & Treatment,"A step-by-step guide to what to expect in an intake therapy session, from paperwork and consent to goals and what therapists are really looking for.",
443aac80-3241-4c1a-9b97-ef72a032c176,Masculinity Across Cultures,mental-health-stigma-what-it-is-how-to-fight-it,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Mental Health Stigma: What It Is and How to Fight It,mental-health-stigma-what-it-is-and-how-to-fight-it,Global & Cultural Mental Health,Stigma stops two-thirds of people with mental illness from seeking help — understanding its forms and origins is the first step to dismantling it.,
448fb0a6-4b1e-4564-bb5c-234a8c1eb79b,Body Dysmorphic Disorder,acute-stress-disorder,Understanding Mental Health Conditions,RETITLE,Acute Stress Disorder: Early Trauma Response and Prevention,acute-stress-disorder-early-trauma-response-and-prevention,Trauma & PTSD,Acute stress disorder develops within days of trauma and predicts PTSD risk — early CBT can reduce that risk by 50-60% in the critical first month.,
44ab1ca1-f8e3-455c-87b7-1d7a2e7ace60,Diagnosis,panic-disorder-understanding-recurrent-panic-attacks,Understanding Mental Health Conditions,RETITLE,Understanding Panic Disorder and Recurrent Panic Attacks,understanding-panic-disorder-and-recurrent-panic-attacks,Anxiety & Stress,"Panic disorder involves unexpected, recurrent panic attacks followed by persistent worry about future attacks, creating a cycle of fear and avoidance.",
44d727fb-89d0-486d-b5cf-8f1c8c97eb4f,The Psychology of Ceremony,clinical-health-psychology-what-it-is-and-how-it-helps-medical-patients,"Chronic Illness, Pain & Medical Psychology",RETITLE,Clinical Health Psychology: How It Helps Medical Patients,clinical-health-psychology-how-it-helps-medical-patients,Therapy & Treatment,"Clinical health psychologists work inside medical teams to improve treatment adherence, surgical recovery, and quality of life across major medical conditions.",
452b449f-37d4-41bb-bd37-ff8b9dba8558,Hypervigilance,complex-trauma-vs-single-incident-why-distinction-matters,Trauma-Informed Education & Healing,RETITLE,Complex Trauma vs Single-Incident Trauma: Why the Distinction Matters,complex-trauma-vs-single-incident-trauma-why-the-distinction-matters,Trauma & PTSD,"Complex trauma from prolonged childhood adversity differs fundamentally from single-incident trauma, requiring different treatment approaches for recovery.",
45757109-d4d5-483a-b828-5d48b201ff55,The Fear of Rejection,loneliness-in-20s-30s-when-adult-friendships-get-hard,"Loneliness, Social Connection & Belonging",RETITLE,Why Friendships Get Harder in Your 20s and 30s,why-friendships-get-harder-in-your-20s-and-30s,Relationships & Social Health,The narrowing of social networks in early adulthood is a predictable developmental shift driven by structural changes in how people spend their time and where they live.,
4599a118-7ac5-40cd-bf06-63c42fc96252,Relationship Anxiety,social-media-and-social-anxiety-how-digital-comparison-fuels-fear,"Anxiety, Stress & Overwhelm",RETITLE,How Social Media Amplifies Social Anxiety and Fear of Judgment,how-social-media-amplifies-social-anxiety-and-fear-of-judgment,Anxiety & Stress,"Social media offers easier interaction but worsens social anxiety through constant comparison, fear of negative evaluation, and avoidance of real-world socializing.",
45bf9b43-99d6-4edc-9306-4c0d881589b8,Parenting a Child With ADHD,the-inner-child-understanding-the-past-versions-of-yourself,Relationships & Communication,RETITLE,The Inner Child: Understanding and Healing Past Emotional Wounds,the-inner-child-understanding-and-healing-past-emotional-wounds,Self-Esteem & Identity,"The inner child represents unmet childhood needs and unprocessed hurts that shape adult emotional reactions, and can be healed through therapy and self-compassion.",
463553b8-2a8e-482f-b2a5-39eecd08c2f4,Somatic Expressions of Distress,indigenous-mental-health,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Indigenous Mental Health: Healing Traditions and Historical Trauma,indigenous-mental-health-healing-traditions-and-historical-trauma,Global & Cultural Mental Health,Indigenous communities worldwide face mental health disparities rooted in colonization while holding ancient healing traditions increasingly recognized by Western medicine.,
46642e86-697d-43c8-abf8-2b9fc687972c,Gender Identity and Mental Health,dunning-kruger-effect-vs-imposter-syndrome-self-assessment,"Self-Worth, Confidence & Identity",RETITLE,Dunning-Kruger Effect vs Imposter Syndrome: Opposite Failures of Self-Assessment,dunning-kruger-effect-vs-imposter-syndrome-opposite-failures-of-self-assessment,Self-Esteem & Identity,Novices overestimate their ability while experts underestimate theirs — understanding these mirror-image distortions reveals how to assess oneself more accurately.,
46c83531-2fdd-4673-9479-b32fedd5b14e,Fibromyalgia,intermittent-explosive-disorder,Understanding Mental Health Conditions,RETITLE,Intermittent Explosive Disorder: Understanding Disproportionate Anger Outbursts,intermittent-explosive-disorder-understanding-disproportionate-anger-outbursts,Anxiety & Stress,"Intermittent explosive disorder involves recurrent anger outbursts grossly disproportionate to triggers and affects 3-5% of the population, but responds well to CBT.",
